2015-11-24 04:07:00,1947.64
2015-11-23 21:25:44,938.82
2015-11-25 23:30:45,1494.05
2015-11-25 18:06:02,1285.13
2015-11-26 19:34:34,3.77
2015-11-23 17:06:28,601.91
2015-11-25 11:17:54,181.71
2015-11-25 10:23:09,1301.55
2015-11-25 12:09:19,871.86
2015-11-23 15:30:12,835.97
2015-11-24 18:58:37,1434.95
2015-11-23 17:08:06,1560.11
2015-11-25 04:48:59,1429.79
2015-11-25 10:54:44,1746.77
2015-11-24 03:50:48,105.41
2015-11-24 13:34:28,1826.77
2015-11-26 19:26:23,53.26
2015-11-26 01:06:33,1528.31
2015-11-25 01:41:14,321.02
2015-11-23 06:34:43,1668.6
2015-11-26 07:03:30,932.03
2015-11-26 19:18:40,496.86
2015-11-26 11:36:22,1895.07
2015-11-26 08:41:05,646.24
2015-11-25 22:21:56,845.36
2015-11-26 07:35:19,100.19
2015-11-23 07:11:29,1080.9
2015-11-26 10:23:41,587.1
2015-11-23 14:18:48,254.39
2015-11-24 15:46:26,1085.65
2015-11-24 22:56:56,1364.54
2015-11-24 23:13:03,708.16
2015-11-25 16:23:59,229.68
2015-11-25 21:15:19,1419.9
2015-11-26 16:21:36,384.1
2015-11-25 20:17:47,962.42
2015-11-23 08:02:04,1627.81
2015-11-23 00:40:16,749.41
2015-11-24 09:22:29,1477.72
2015-11-25 19:18:01,631.44
2015-11-24 09:50:48,1433.05
2015-11-24 17:32:42,1070.81
2015-11-25 23:58:57,1060.09
2015-11-25 21:27:04,1529.81
2015-11-23 12:07:10,258.47
2015-11-25 08:55:44,1000.84
2015-11-26 04:10:48,776.23
2015-11-24 13:39:33,86.13
2015-11-23 02:03:55,1764.93
2015-11-25 14:52:01,70.17
2015-11-23 21:03:49,339.24
2015-11-25 05:35:08,1678.18
2015-11-25 17:36:10,528.41
2015-11-24 05:30:10,694.56
2015-11-23 21:54:47,288.95
2015-11-23 23:09:13,1806.51
2015-11-26 06:25:01,315.38
2015-11-24 04:48:23,1079.66
2015-11-24 02:25:11,1738.65
2015-11-24 22:31:05,19.27
2015-11-25 21:46:50,965.95
2015-11-25 18:54:38,1641.58
2015-11-24 20:31:50,1807.93
2015-11-26 05:17:47,1681.73
2015-11-24 05:02:27,664.85
2015-11-23 08:08:48,146.9
2015-11-25 16:32:32,235.4
2015-11-25 02:43:15,193.46
2015-11-23 17:05:40,1087.65
2015-11-25 12:37:38,706.92
2015-11-26 18:11:45,1730.48
2015-11-24 05:09:56,614.21
2015-11-25 06:17:08,1838.47
2015-11-23 02:43:53,1967.89
2015-11-24 09:51:55,1361.73
2015-11-24 22:03:37,282.17
2015-11-26 17:48:36,1268.6
2015-11-26 20:47:24,961.89
2015-11-25 19:14:22,512.83
2015-11-26 07:21:02,459.3
2015-11-26 22:35:47,877.43
2015-11-25 07:50:18,1313.29
2015-11-24 00:00:27,1738.05
2015-11-24 18:40:07,1764.98
2015-11-25 03:09:45,462.78
